City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,chiredzi,-21.05,31.6667,21.17,43,0,2.67,ZW,1682013600
277,weno,7.4515,151.8468,28.28,89,75,2.86,FM,1682013600
278,bel ombre,-4.6167,55.4167,28.91,70,40,7.32,SC,1682013600
279,burutu,5.3509,5.5076,26.93,79,86,3.06,NG,1682013600
280,kondopoga,62.2057,34.2614,10.82,98,100,2.28,RU,1682013600
281,bikenibeu village,1.3673,173.1241,27.93,89,40,3.68,KI,1682013600
282,bamboo flat,11.7,92.7167,27.13,78,6,2.99,IN,1682013600
283,amasra,41.7463,32.3863,14.03,92,47,3.65,TR,1682013600
284,kamenka,51.3223,42.7678,11.54,53,100,2.95,RU,1682013600
285,abalak,58.1286,68.5944,1.84,68,30,2.64,RU,1682013600
286,lahan,26.7296,86.4951,29.95,17,27,1.93,NP,1682013600
287,lorengau,-2.0226,147.2712,26.85,83,100,1.76,PG,1682013600
288,colombo,6.9319,79.8478,29.97,81,25,3.38,LK,1682013600
289,taulaga,-11.0553,-171.0883,28.24,72,30,4.85,AS,1682013600
290,awjilah,29.1081,21.2869,24.7,21,22,4.47,LY,1682013600
291,sanming,26.2486,117.6186,21.07,95,41,0.55,CN,1682013600
292,pandan,14.0453,124.1694,26.08,88,46,3.14,PH,1682013600
293,portland,45.5234,-122.6762,6.02,88,100,1.57,US,1682013600
294,mombetsu,44.3525,143.3525,6.3,73,98,7.47,JP,1682013600
295,fedorovskiy,45.0972,40.9517,11.54,98,100,0.52,RU,1682013600
296,shengli,37.4564,118.4856,14.2,22,100,4.54,CN,1682013600
297,otacilio costa,-27.4831,-50.1219,18.11,38,0,2.04,BR,1682013600
298,berezovyy,51.6667,135.7,-3.18,95,100,3.49,RU,1682013600
299,freetown,8.484,-13.2299,29.84,70,40,5.42,SL,1682013600
300,manjeshvar,12.7,74.8833,29.66,79,15,1.52,IN,1682013600
301,opuwo,-18.0607,13.84,20.51,65,100,2.61,NA,1682013600
302,kutum,14.2,24.6667,28.89,11,0,3.55,SD,1682013600
303,douz,33.4663,9.0203,21.68,57,67,11.46,TN,1682013600
304,lapovo,44.1842,21.0973,15.78,72,66,1.55,RS,1682013600
305,orzysz,53.8097,21.9481,11.25,70,50,4.03,PL,1682013600
306,machali,-34.1833,-70.6667,27.26,28,29,3.05,CL,1682013600
307,harper,4.375,-7.7169,27.14,81,100,2.53,LR,1682013600
308,kirakira,-10.4544,161.9205,25.91,83,59,1.15,SB,1682013600
309,kyzyl-suu,42.3414,78.0056,3.75,63,24,2.44,KG,1682013600
310,palmer,42.1584,-72.3287,16.94,40,20,3.62,US,1682013600
311,kenai,60.5544,-151.2583,1.34,76,0,2.09,US,1682013600
312,las tablas,7.7667,-80.2833,31.95,47,12,4.95,PA,1682013600
313,port alfred,-33.5906,26.891,18.99,68,99,14.41,ZA,1682013600
314,sao felix do xingu,-6.6447,-51.995,31.13,61,45,1.64,BR,1682013600
315,manta,-0.95,-80.7333,28.88,70,40,1.88,EC,1682013600
316,margate,51.3813,1.3862,8.07,77,70,9.48,GB,1682013600
317,revda,56.801,59.9303,2.55,90,55,0.96,RU,1682013600
318,ouani,-12.1322,44.4258,27.51,81,30,3.02,KM,1682013600
319,elko,41.0002,-115.5012,3.87,43,31,4.44,US,1682013600
320,cabedelo,-6.9811,-34.8339,31.37,66,80,3.01,BR,1682013600
321,taltal,-25.4,-70.4833,19.65,76,64,2.58,CL,1682013600
322,fort st. john,56.2499,-120.8529,1.0,80,100,3.35,CA,1682013600
323,mahina,-17.5065,-149.489,27.87,78,75,7.74,PF,1682013600
324,labasa,-16.4167,179.3833,24.48,92,43,2.82,FJ,1682013600
325,lashio,22.9333,97.75,22.04,30,3,0.41,MM,1682013600
326,upington,-28.4478,21.2561,23.21,38,20,5.9,ZA,1682013600
327,zhangjiakou,40.81,114.8794,6.76,48,100,1.21,CN,1682013600
328,zaozersk,69.4005,32.4476,2.98,99,100,10.72,RU,1682013600
329,plainview,40.7765,-73.4673,15.25,44,0,1.9,US,1682013600
330,blama,7.8736,-11.3433,31.36,59,94,2.99,SL,1682013600
331,kristinehamn,59.3098,14.1081,15.31,54,23,1.61,SE,1682013600
332,broome,42.2506,-75.833,15.23,54,75,0.89,US,1682013600
333,trairi,-3.2778,-39.2689,29.1,70,92,3.43,BR,1682013600
334,pisco,-13.7,-76.2167,25.03,65,0,3.44,PE,1682013600
335,yatou,37.15,122.3833,10.9,41,3,9.12,CN,1682013600
336,itaituba,-4.2761,-55.9836,34.09,59,75,1.14,BR,1682013600
337,constantia,44.1833,28.65,11.38,85,98,5.25,RO,1682013600
338,emerald,-23.5333,148.1667,18.16,75,8,2.59,AU,1682013600
339,midvagur,62.0511,-7.1939,10.46,76,7,2.46,FO,1682013600
340,nikolayevsk-on-amure,53.1406,140.73,-1.8,96,100,3.88,RU,1682013600
341,kolosovka,56.4678,73.611,0.56,59,30,3.52,RU,1682013600
342,vodnyy,63.5046,53.4095,0.64,98,100,2.66,RU,1682013600
343,labytnangi,66.6572,66.4183,-2.1,93,99,3.2,RU,1682013600
344,tymovskoye,50.8456,142.655,0.07,99,100,1.31,RU,1682013600
345,mega,4.05,38.3,17.03,78,61,2.56,ET,1682013600
346,leh,34.1667,77.5833,-2.02,73,82,1.31,IN,1682013600
347,raja,8.4596,25.678,32.4,20,62,1.84,SS,1682013600
348,kiunga,-6.1219,141.2906,22.49,100,100,0.26,PG,1682013600
349,selfoss,63.9331,-20.9971,9.54,68,32,3.34,IS,1682013600
350,xapuri,-10.6517,-68.5044,22.34,97,100,2.3,BR,1682013600
351,el calafate,-50.3408,-72.2768,10.81,69,40,3.18,AR,1682013600
352,altai,46.3722,96.2583,-4.98,33,17,1.77,MN,1682013600
353,kingaroy,-26.5333,151.8333,13.43,77,2,4.12,AU,1682013600
354,siwa oasis,29.2041,25.5195,23.81,19,2,3.43,EG,1682013600
355,mainpuri,27.2333,79.0167,27.86,33,89,2.62,IN,1682013600
356,semera,11.501,41.201,30.79,45,17,7.88,ET,1682013600
357,alesund,62.4723,6.1549,10.23,80,20,3.16,NO,1682013600
358,blagoveshchensk,50.2667,127.5333,1.34,40,20,7.43,RU,1682013600
359,san mariano,7.5,126.0,23.82,96,90,0.29,PH,1682013600
360,rasshevatskaya,45.5748,41.035,12.08,97,100,1.58,RU,1682013600
361,happy valley-goose bay,53.3168,-60.3315,6.17,70,75,2.54,CA,1682013600
362,el colomo,19.05,-104.25,29.29,55,15,4.02,MX,1682013600
363,laramie,41.3114,-105.5911,0.58,30,20,12.74,US,1682013600
364,okhotsk,59.3833,143.3,-2.66,87,100,3.63,RU,1682013600
365,cherdyn',60.403,56.4787,0.83,96,93,1.35,RU,1682013600
366,mata-utu,-13.2816,-176.1745,28.12,78,27,6.18,WF,1682013600
367,vallegrande,-18.4897,-64.1069,21.82,27,0,1.19,BO,1682013600
368,bethanie,-26.4833,17.15,16.29,64,44,7.21,NA,1682013600
369,natchez,31.5604,-91.4032,27.46,57,40,5.57,US,1682013600
370,yeniseysk,58.4497,92.1703,-9.27,97,93,0.77,RU,1682013600
371,kingscliff,-28.2667,153.5667,20.23,68,40,6.2,AU,1682013600
372,kristiansund,63.1115,7.732,11.36,62,20,3.47,NO,1682013600
373,talakan,50.3167,130.3667,-0.29,92,99,5.34,RU,1682013600
374,caetite,-14.0694,-42.475,28.08,51,42,0.9,BR,1682013600
375,minas de marcona,-15.2119,-75.1103,22.96,55,2,3.54,PE,1682013600
376,metlili chaamba,32.2667,3.6333,31.52,10,5,3.73,DZ,1682013600
377,kulebaki,55.4133,42.5325,8.87,68,65,2.08,RU,1682013600
378,mili,6.0815,171.735,27.73,77,100,4.78,MH,1682013600
379,priargunsk,50.3691,119.1012,-2.46,45,99,7.64,RU,1682013600
380,pikalevo,59.5183,34.1664,4.65,93,100,1.61,RU,1682013600
381,amalapuram,16.5833,82.0167,26.46,90,1,0.92,IN,1682013600
382,la'ie,21.6477,-157.9253,23.17,86,2,2.34,US,1682013600
383,bathsheba,13.2167,-59.5167,28.34,78,75,7.16,BB,1682013600
384,tazacorte,28.629,-17.9293,19.16,79,75,3.64,ES,1682013600
385,marco island,25.9363,-81.7157,28.39,55,1,3.69,US,1682013600
386,kamaishi,39.2667,141.8833,13.18,80,99,3.93,JP,1682013600
387,karachi,24.9056,67.0822,26.9,57,6,5.51,PK,1682013600
388,karlshamn,56.1706,14.8619,15.27,56,0,4.45,SE,1682013600
389,sihanoukville,10.6093,103.5296,28.71,89,40,1.48,KH,1682013600
390,fort bragg,35.139,-79.006,29.18,30,0,3.72,US,1682013600
391,severo-yeniseyskiy,60.3725,93.0408,-18.24,100,89,1.81,RU,1682013600
392,hasaki,35.7333,140.8333,18.26,82,48,8.4,JP,1682013600
393,beledweyne,4.7358,45.2036,32.66,43,49,5.4,SO,1682013600
394,malvan,16.0667,73.4667,27.51,78,3,2.5,IN,1682013600
395,iwaki,37.05,140.8833,16.16,94,5,2.76,JP,1682013600
396,vilhena,-12.7406,-60.1458,25.12,78,75,1.11,BR,1682013600
397,suwa,36.038,138.1131,12.75,88,54,0.69,JP,1682013600
398,shenjiamen,29.9576,122.298,15.43,93,75,5.55,CN,1682013600
399,sann,26.0418,68.1378,29.95,21,1,6.67,PK,1682013600
400,utrik,11.2278,169.8474,26.1,81,100,6.68,MH,1682013600
401,yauya,-8.9833,-77.3,11.99,77,98,1.73,PE,1682013600
402,qom,34.6401,50.8764,25.13,17,5,3.33,IR,1682013600
403,makurazaki,31.2667,130.3167,17.18,86,100,4.76,JP,1682013600
404,akureyri,65.6835,-18.0878,15.96,39,0,3.4,IS,1682013600
405,kijang,35.2442,129.2139,18.22,76,100,2.82,KR,1682013600
406,chibougamau,49.9168,-74.3659,-1.89,68,100,4.45,CA,1682013600
407,satuek,15.297,103.2919,32.27,58,53,6.0,TH,1682013600
408,lihue,21.9789,-159.3672,22.33,94,20,1.9,US,1682013600
409,sandnessjoen,66.0217,12.6316,6.45,91,75,5.14,NO,1682013600
410,psachna,38.5833,23.6333,18.18,77,12,1.92,GR,1682013600
411,celano,42.0855,13.5398,11.88,70,34,0.47,IT,1682013600
412,pontes e lacerda,-15.2261,-59.3353,22.7,80,99,2.88,BR,1682013600
413,hailar,49.2,119.7,-4.59,35,27,9.29,CN,1682013600
414,port saint john's,-31.6229,29.5448,23.38,69,48,9.23,ZA,1682013600
415,doctor alberto oviedo mota,32.2275,-115.1697,27.06,8,0,5.63,MX,1682013600
416,moscow,55.7522,37.6156,14.9,47,59,2.66,RU,1682013600
417,baissa,7.2333,10.6333,22.66,95,99,3.48,NG,1682013600
418,vylkove,45.4021,29.586,9.79,88,100,4.94,UA,1682013600
419,cedeira,43.6797,-8.0209,13.54,78,86,1.09,ES,1682013600
420,paracuru,-3.41,-39.0306,28.95,75,98,3.53,BR,1682013600
421,greymouth,-42.4667,171.2,15.96,98,100,3.2,NZ,1682013600
422,aasiaat,68.7098,-52.8699,-6.28,79,56,3.8,GL,1682013600
423,fale old settlement,-9.3852,-171.2468,28.1,75,40,2.24,TK,1682013600
424,feijo,-8.1642,-70.3536,27.45,89,100,1.4,BR,1682013600
425,pemangkat,1.1667,108.9667,25.52,83,82,1.23,ID,1682013600
426,sete lagoas,-19.4658,-44.2467,26.49,42,19,3.75,BR,1682013600
427,malango,-2.9627,119.9001,19.77,98,100,0.62,ID,1682013600
428,orshanka,56.9161,47.8933,8.4,49,73,1.01,RU,1682013600
429,hithadhoo,-0.6,73.0833,28.26,74,99,2.63,MV,1682013600
430,rio gallegos,-51.6226,-69.2181,12.49,76,75,6.84,AR,1682013600
431,kerikeri,-35.2268,173.9474,19.95,91,100,5.5,NZ,1682013600
432,ghadamis,30.1337,9.5007,30.79,7,30,6.04,LY,1682013600
433,vernon,50.2581,-119.2691,11.19,55,10,2.24,CA,1682013600
434,maintirano,-18.0667,44.0167,26.73,80,76,2.7,MG,1682013600
435,justo daract,-33.8594,-65.1828,27.21,26,0,7.35,AR,1682013600
436,pajok,3.8651,32.4821,23.85,70,100,2.12,SS,1682013600
437,praia da vitoria,38.7333,-27.0667,18.14,63,40,9.73,PT,1682013600
438,kailua-kona,19.6406,-155.9956,24.43,82,0,2.21,US,1682013600
439,aweil,8.7682,27.4002,35.43,15,35,1.67,SS,1682013600
440,palmas,-10.2128,-48.3603,31.93,51,40,0.33,BR,1682013600
441,pariaman,-0.619,100.12,25.61,87,100,1.57,ID,1682013600
442,coquimbo,-29.9533,-71.3436,17.91,82,100,3.12,CL,1682013600
443,yigo village,13.5361,144.8886,25.73,75,40,6.94,GU,1682013600
444,ilhabela,-23.7781,-45.3581,21.89,64,57,5.05,BR,1682013600
445,godech,43.015,23.0442,12.01,87,44,1.34,BG,1682013600
446,luanda,-8.8368,13.2343,26.67,83,75,0.89,AO,1682013600
447,bulungu,-4.55,18.6,22.94,93,95,3.22,CD,1682013600
448,puerto deseado,-47.7503,-65.8938,18.62,40,23,8.79,AR,1682013600
449,yongbyon,39.8133,125.8042,8.4,26,55,5.16,KP,1682013600
450,novomikhaylovskiy,44.2581,38.8578,11.12,94,100,1.56,RU,1682013600
451,priob'ye,62.5206,65.5964,-1.33,99,95,2.42,RU,1682013600
452,colares,38.7992,-9.4469,17.98,68,20,3.35,PT,1682013600
453,talodi,10.6325,30.3797,34.14,7,2,2.3,SD,1682013600
454,victoria,22.2855,114.1577,24.77,95,61,1.91,HK,1682013600
455,ranot,7.7777,100.3213,27.85,75,100,5.03,TH,1682013600
456,xucheng,20.35,110.1288,24.45,83,37,3.7,CN,1682013600
457,kimbe,-5.5502,150.1429,24.13,93,99,1.5,PG,1682013600
458,cold springs,39.6802,-119.9766,8.4,42,0,0.9,US,1682013600
459,guane,22.2025,-84.0875,31.8,44,14,4.32,CU,1682013600
460,silkeborg,56.1697,9.5451,15.18,62,4,4.56,DK,1682013600
461,taco pozo,-25.6167,-63.2833,27.18,30,0,2.78,AR,1682013600
462,ust-tsilma,65.441,52.1498,0.09,98,100,2.42,RU,1682013600
463,placido de castro,-10.3353,-67.1856,25.39,97,100,2.76,BR,1682013600
464,monguno,12.6786,13.6079,33.53,16,24,2.95,NG,1682013600
465,palikir - national government center,6.9248,158.1611,27.5,94,75,6.08,FM,1682013600
466,bondoukou,8.0333,-2.8,32.15,42,74,1.92,CI,1682013600
467,ishigaki,24.3448,124.1572,23.18,88,100,5.5,JP,1682013600
468,kirensk,57.7853,108.1119,-7.96,93,100,1.62,RU,1682013600
469,shanhecun,44.7,127.2,2.95,12,82,8.24,CN,1682013600
470,lewiston orchards,46.3804,-116.9754,8.35,66,0,1.36,US,1682013600
471,maceio,-9.6658,-35.7353,32.69,66,40,6.42,BR,1682013600
472,ar rumaythah,31.5263,45.2025,30.6,15,63,2.54,IQ,1682013600
473,namtsy,62.7161,129.6658,-10.97,94,100,2.1,RU,1682013600
474,trosa,58.8962,17.5481,13.23,56,22,2.21,SE,1682013600
475,vila velha,-20.3297,-40.2925,25.53,85,40,5.67,BR,1682013600
476,contamana,-7.3333,-75.0167,29.73,64,99,0.61,PE,1682013600
477,papao,-17.75,-149.55,28.09,81,100,10.62,PF,1682013600
478,masuguru,-11.3667,38.4167,23.47,90,90,1.51,TZ,1682013600
479,matasari,44.85,23.0833,12.25,70,72,2.07,RO,1682013600
480,robinson,31.4677,-97.1147,25.54,80,40,5.59,US,1682013600
481,qamdo,31.1667,97.2333,3.51,43,45,2.79,CN,1682013600
482,liaoyuan,42.9036,125.1358,4.89,13,94,5.05,CN,1682013600
483,pudozh,61.8099,36.5345,1.43,100,100,0.53,RU,1682013600
484,puerto aysen,-45.4,-72.7,15.77,82,40,1.83,CL,1682013600
485,santiago juxtlahuaca,17.3333,-98.0167,28.28,35,44,2.0,MX,1682013600
486,antofagasta,-23.65,-70.4,21.03,65,45,3.68,CL,1682013600
487,el granada,37.5027,-122.4694,13.69,69,0,3.74,US,1682013600
488,mahibadhoo,3.7833,72.9667,28.69,67,9,0.82,MV,1682013600
489,touros,-5.1989,-35.4608,29.37,63,67,5.43,BR,1682013600
490,auki,-8.7676,160.7034,24.77,88,75,1.09,SB,1682013600
491,klyuchi,52.2667,79.1667,-3.55,77,2,2.01,RU,1682013600
492,vernal,40.4555,-109.5287,3.34,44,0,2.51,US,1682013600
493,gundorovskiy,46.7805,41.8968,14.06,54,100,3.94,RU,1682013600
494,west end,26.6833,-78.9667,25.99,73,8,7.44,BS,1682013600
495,as sulayyil,20.4607,45.5779,29.41,35,27,4.51,SA,1682013600
496,vilyuysk,63.7553,121.6247,-10.45,96,94,2.63,RU,1682013600
497,crane,31.3974,-102.3501,25.86,15,7,5.04,US,1682013600
498,qianjiang,30.4151,112.8859,23.12,70,68,2.78,CN,1682013600
499,sao francisco de paula,-29.4481,-50.5836,14.51,50,8,2.63,BR,1682013600
500,barah,13.7,30.3667,30.3,7,0,4.92,SD,1682013600
501,tanumah,27.1,44.1333,28.11,24,9,3.47,SA,1682013600
502,dumai,1.6833,101.45,24.48,95,79,1.18,ID,1682013600
503,araguaina,-7.1911,-48.2072,30.17,64,68,0.53,BR,1682013600
504,morondava,-20.2833,44.2833,26.62,79,14,3.54,MG,1682013600
505,la toma,-33.0526,-65.6238,22.5,35,0,9.64,AR,1682013600
506,hoemul-li,41.4339,129.67,8.61,29,100,4.67,KP,1682013600
507,gilgit,35.9221,74.3087,11.72,82,97,1.01,PK,1682013600
508,camaqua,-30.8511,-51.8122,21.43,35,0,2.52,BR,1682013600
509,mugia,43.1041,-9.2179,16.06,75,100,3.92,ES,1682013600
510,khovd,48.0056,91.6419,-3.18,30,78,2.55,MN,1682013600
511,andergrove,-21.0833,149.1833,23.01,71,12,6.53,AU,1682013600
512,agadez,19.75,10.25,31.41,10,40,3.11,NE,1682013600
513,yuzhno-kurilsk,44.0306,145.8556,5.74,95,100,3.7,RU,1682013600
514,niafunke,15.9322,-3.9906,39.31,10,44,2.92,ML,1682013600
515,yaren,-0.5472,166.916,28.18,76,100,4.47,NR,1682013600
516,dwarka,22.2394,68.9678,26.81,78,4,6.89,IN,1682013600
517,verkh-chebula,56.0308,87.6218,-1.37,96,100,5.11,RU,1682013600
518,comodoro rivadavia,-45.8667,-67.5,20.68,39,0,3.9,AR,1682013600
519,polyarnyy,69.1989,33.4478,3.15,99,99,9.42,RU,1682013600
520,jinzhou,41.1078,121.1417,9.44,10,100,2.42,CN,1682013600
521,igarka,67.4667,86.5833,-9.86,96,88,3.23,RU,1682013600
522,corinto,37.9407,22.9573,17.72,72,25,0.41,GR,1682013600
523,magadan,59.5667,150.8,1.41,85,100,8.31,RU,1682013600
524,gadzhiyevo,69.2551,33.3362,2.91,99,99,9.82,RU,1682013600
525,buala,-8.145,159.5921,26.0,82,82,0.5,SB,1682013600
526,eyl,7.9803,49.8164,28.31,68,41,4.68,SO,1682013600
527,sundargarh,22.1167,84.0333,29.71,26,60,1.88,IN,1682013600
528,northam,51.0333,-4.2167,13.7,72,20,5.4,GB,1682013600
529,geraldton,-28.7667,114.6,20.84,58,68,5.03,AU,1682013600
530,manokwari,-0.8667,134.0833,25.67,81,100,1.7,ID,1682013600
531,inhambane,-23.865,35.3833,24.99,73,20,2.85,MZ,1682013600
532,burley,42.5357,-113.7928,5.44,55,0,8.32,US,1682013600
533,tokar,18.4254,37.729,27.41,71,1,3.12,SD,1682013600
534,bubaque,11.2833,-15.8333,25.58,72,97,7.94,GW,1682013600
535,dinalupihan,14.8732,120.4651,27.01,83,9,1.05,PH,1682013600
536,peniche,39.3558,-9.3811,18.45,68,24,2.78,PT,1682013600
537,sake,-1.5736,29.045,18.22,94,98,0.27,CD,1682013600
538,djambala,-2.5447,14.7533,21.46,89,100,2.64,CG,1682013600
539,moroto,2.5345,34.6666,24.77,46,100,5.22,UG,1682013600
540,'anat al qadimah,34.4659,41.9331,24.02,44,54,3.63,IQ,1682013600
541,wenling,28.3669,121.36,15.89,92,3,3.23,CN,1682013600
542,shentala,54.45,51.4833,10.47,47,88,1.79,RU,1682013600
543,sorokino,53.75,84.9167,-4.01,85,100,4.31,RU,1682013600
544,lansdowne,39.9382,-75.2719,23.66,44,20,0.66,US,1682013600
545,port augusta,-32.5,137.7667,13.8,70,0,2.08,AU,1682013600
546,mar del plata,-38.0023,-57.5575,21.24,54,0,3.82,AR,1682013600
547,piton saint-leu,-21.2196,55.3151,24.24,78,0,2.19,RE,1682013600
548,general villegas,-35.0328,-63.0125,26.19,29,7,6.31,AR,1682013600
549,chone,-0.6833,-80.1,27.18,82,100,0.71,EC,1682013600
550,road town,18.4167,-64.6167,29.02,58,40,7.05,VG,1682013600
551,inirida,3.8653,-67.9239,31.19,58,99,0.61,CO,1682013600
552,borovskoy,53.8,64.15,6.09,80,49,5.69,KZ,1682013600
553,al jawf,29.5,38.75,23.82,32,61,4.87,SA,1682013600
554,san fernando,15.0286,120.6898,27.85,82,5,1.53,PH,1682013600
